definition;glottocode;id_word;id_meaning;lemma;ipa;morphology;pos;examples;reference;annotator
"ДIАДУКЪА (дIадукъар) прич.  закрывающии?; гIомарца Iургаш мух.Ветер, забивающии? щели песком";ingu1240;5674;1;дIадукъа;d-?-a-d-u?-q?-a;дIадукъар;verb;гIомарца Iургаш мух.Ветер, забивающии? щели песком.;Bekova 2009;Varvara Kormilitsyna
"ДIАДУКЪАДАЛА (дIадукъалу, дIадукъаделар, дIадукъалургда) потенц.от дIадикъа; ~ мег Iург.  Возможно, получится закрыть щель";ingu1240;5675;1;дIадукъадала;d-?-a-d-u?-q?-a-d-a-l-a;дIадукъалу, дIадукъаделар, дIадукъалургда;verb;дiадукъадала мег Iург.  Возможно, получится закрыть щель.;Bekova 2009;Varvara Kormilitsyna
"ДIАДУЛА (дIадулар) прич.  прячущии?, откладывающии?; совдаьннар ~ кхалсаг.  Женщина, сохраняющая излишки";ingu1240;5676;1;дIадула;d-?-a-d-u?-l-a;дIадулар;verb;совдаьннар дiадула кхалсаг.  Женщина, сохраняющая излишки.;Bekova 2009;Varvara Kormilitsyna
"ДIАИ?ХА прил.  горячии?, жаркии?; ~ ди.  Жаркии? день";ingu1240;5677;1;дIаи;d-?-a-i;;adj;дiаи ди.  Жаркии? день.;Bekova 2009;Varvara Kormilitsyna
"ДIАИ?ХА ЛАЗАР сущ.  д (только в ед. ч. ), дIаи?хача лазаро, дIаи?хача лазарца тиф; кхета.  Заболеть тифом";ingu1240;5678;1;дIаи;d-?-a-i;только в ед. ч. ;noun;кхета.  Заболеть тифом.;Bekova 2009;Varvara Kormilitsyna
"ДIАКХАИ?КА (дIакхаи?к, дIакхаи?кар, дIакхаи?кад, дIакхаи?каргда) глаг.крикнуть, окликнуть, позвать, подозвать; новкъостага ~.  Окликнуть товарища";ingu1240;5679;1;дIакхаи;d-?-a-q?-a-i;дIакхаи?к, дIакхаи?кар, дIакхаи?кад, дIакхаи?каргда;verb;новкъостага дiакхаи.  Окликнуть товарища.;Bekova 2009;Varvara Kormilitsyna
"ДIАКХАИ?КА (дIакхаи?кар) прич.  зовущии?, окликающии?; саг.  Зовущии? человек";ingu1240;5680;1;дIакхаи;d-?-a-q?-a-i;дIакхаи?кар;verb;саг.  Зовущии? человек.;Bekova 2009;Varvara Kormilitsyna
"ДIАКХАИ?КАДАИ?ТА (дIакхаи?кадаи?т, дIакхаи?кадаи?тар, дIакхаи?кадаи?таргда) понуд.  от дIакхаи?каде; ваи? мехка ~ деза ер хабар.  Нужно распространить эту новость в нашем крае";ingu1240;5681;1;дIакхаи;d-?-a-q?-a-i;дIакхаи?кадаи?т, дIакхаи?кадаи?тар, дIакхаи?кадаи?таргда;verb;ваи? мехка дiакхаи деза ер хабар.  Нужно распространить эту новость в нашем крае.;Bekova 2009;Varvara Kormilitsyna
"ДIАХАИ?КАДАР сущ.  д (д), -аш, -о, -ца объявление информации; хабар -, Объявление информации";ingu1240;5682;1;дIахаи;d-?-a-?-a-i;д, аш, о, ца;noun;хабар дiахаи, Объявление информации.;Bekova 2009;Varvara Kormilitsyna
"ДIАКХАИ?КАДАР масд.  объявление, провозглашение; телевидене IIолла ~.  Объявление по телевидению";ingu1240;5683;1;дIакхаи;d-?-a-q?-a-i;;masdar;телевидене IIолла дiакхаи.  Объявление по телевидению.;Bekova 2009;Varvara Kormilitsyna
"ДIАКХАИ?КАДЕ (ве, бе, е) (дIакхаи?кнду, дIакхаи?кадир, дIакхаи?кадаьд.  дIакхаи?кадергда) глаг.  провозгласить, объявить, информировать; массанега ~.  Объявить всем";ingu1240;5684;1;дIакхаи;d-?-a-q?-a-i;ве, бе, е, дIакхаи?кнду, дIакхаи?кадир, дIакхаи?кадаьд.  дIакхаи?кадергда;verb;массанега дiакхаи.  Объявить всем.;Bekova 2009;Varvara Kormilitsyna
"ДIАКХАИ?КАДУ (дIакхаи?кадер) прич.  объявляющии?, информирующии?, провозглашающии?; хабар мехка ~ саг.Человек, объявляющии? новость на всю республику";ingu1240;5685;1;дIакхаи;d-?-a-q?-a-i;дIакхаи?кадер;verb;хабар мехка дiакхаи саг.Человек, объявляющии? новость на всю республику.;Bekova 2009;Varvara Kormilitsyna
"ДIАКХАИ?КАР масд.  зов; дIахаза.Услышать зов";ingu1240;5686;1;дIакхаи;d-?-a-q?-a-i;;masdar;дIахаза.Услышать зов.;Bekova 2009;Varvara Kormilitsyna
"ДIАКХАИ?КИИ?ТА (дIакхаи?кии?т, дIакхаи?кии?тар, дIакхаи?кии?таргда) попу д.  от дIакхаи?ка; коарачарга ~.  Позвать челядь";ingu1240;5687;1;дIакхаи;d-?-a-q?-a-i;дIакхаи?кии?т, дIакхаи?кии?тар, дIакхаи?кии?таргда;;коарачарга дiакхаи.  Позвать челядь.;Bekova 2009;Varvara Kormilitsyna
"ДIАКХАЛЛА (дIакхоалл, дIакхаьллар,дIакхаьллад,дIакхоалларгда) глаг.  съесть, проглотить, попробовать; цкъа ~.  Проглотить за раз";ingu1240;5688;1;дIакхалла;d-?-a-q?-a-l-l-a;дIакхоалл, дIакхаьллар,дIакхаьллад,дIакхоалларгда;verb;цкъа дiакхалла.  Проглотить за раз.;Bekova 2009;Varvara Kormilitsyna
"ДIАКХАЛЛАР масд.  проглатывание, съедание, проба; сиха ~.  Быстрое поедание";ingu1240;5689;1;дIакхаллар;d-?-a-q?-a-l-l-a-r;;masdar;сиха дiакхаллар.  Быстрое поедание.;Bekova 2009;Varvara Kormilitsyna
"ДIАКХАЛЛИИ?ТА (дIакхоаллии?т, дIакхаллии?тар, дIакхоаллии?таргда) понуд.  от дIакхалла; миштая хьажа Дать попробовать на вкус";ingu1240;5690;1;дIакхаллии;d-?-a-q?-a-l-l-i-i;дIакхоаллии?т, дIакхаллии?тар, дIакхоаллии?таргда;verb;миштая хьажа Дать попробовать на вкус.;Bekova 2009;Varvara Kormilitsyna
"ДIАКХАХЬА (дIакхухь, дIакхихьар, дIакхихьад, дIакхухьаргда) глаг.  многократн.  деи?ств, разносить, относить, вывозить; Iуррехьа дезар газеташ.  Газеты надо было разносить по утрам";ingu1240;5691;1;дIакхахьа;d-?-a-q?-a-x-a;дIакхухь, дIакхихьар, дIакхихьад, дIакхухьаргда;verb;Iуррехьа дезар газеташ.  Газеты надо было разносить по утрам.;Bekova 2009;Varvara Kormilitsyna
"ДIАКХАХЬАР масд.  вывоз, вынос, отвоз, отнесение; ялат ~.  Вывоз пшеницы";ingu1240;5692;1;дIакхахьар;d-?-a-q?-a-x-a-r;;masdar;ялат дiакхахьар.  Вывоз пшеницы.;Bekova 2009;Varvara Kormilitsyna
"ДIАКХАХЬИИ?ТА (дIакхухьии?т, дIакхахьии?тар, дIакхухьии?таргда) понуд.  от дIакхахьа; машенашца ~.  Вывозить машинами";ingu1240;5693;1;дIакхахьии;d-?-a-q?-a-x-i-i;дIакхухьии?т, дIакхахьии?тар, дIакхухьии?таргда;verb;машенашца дiакхахьии.  Вывозить машинами.;Bekova 2009;Varvara Kormilitsyna
"ДIАКХАЧА (дIакхоач, дIакхаьчар, дIакхаьчад, дIакхоачаргда) глаг.доехать, дои?ти; сихха ~.  Быстро доехать";ingu1240;5694;1;дIакхача;d-?-a-q?-a-?-a;дIакхоач, дIакхаьчар, дIакхаьчад, дIакхоачаргда;verb;сихха дiакхача.  Быстро доехать.;Bekova 2009;Varvara Kormilitsyna
"ДIАКХАЧАР масд.  от дIакхача; ~ сихагIа де деза.  Нужно быстрое прибытие";ingu1240;5695;1;дIакхачар;d-?-a-q?-a-?-a-r;;masdar;дiакхачар сихагIа де деза.  Нужно быстрое прибытие.;Bekova 2009;Varvara Kormilitsyna
"ДIАКХАЧИИ?ТА (дIачхоачии?т, дIакхачии?гар, дIакхоачии?таргда) понуд.от дIакхача; кIаьнк юрта ~ веза.  Нужно предоставить мальчику возможность доехать до села";ingu1240;5696;1;дIакхачии;d-?-a-q?-a-?-i-i;дIачхоачии?т, дIакхачии?гар, дIакхоачии?таргда;verb;кIаьнк юрта дiакхачии веза.  Нужно предоставить мальчику возможность доехать до села.;Bekova 2009;Varvara Kormilitsyna
"ДIАКХЕТА (дIакхет, дIакхии?тар, дIакхии?ттад, дIакхетаргда) глаг.  присоединиться, примкнуть, встретиться; удариться; нешах ~.  Встретиться с подругои?";ingu1240;5697;1;дIакхета;d-?-a-q?-je-t-a;дIакхет, дIакхии?тар, дIакхии?ттад, дIакхетаргда;verb;нешах дiакхета.  Встретиться с подругои?.;Bekova 2009;Varvara Kormilitsyna
"ДIАКХЕТА (дIакхетар) прич.  примыкающии?, встречающии?ся; новкъостех ~ кIаьнк.  Мальчик, встречающии?ся с друзьями";ingu1240;5698;1;дIакхета;d-?-a-q?-je-t-a;дIакхетар;verb;новкъостех дiакхета кIаьнк.  Мальчик, встречающии?ся с друзьями.;Bekova 2009;Varvara Kormilitsyna
"ДIАКХЕТАДАИ?ТА (дIакхетадаи?т, дIакхетадаи?тар, дIакхетадаи?таргда) понуд.  от дIакхетаде; адам деза.  Надо разъяснить народу";ingu1240;5699;1;дIакхетадаи;d-?-a-q?-je-t-a-d-a-i;дIакхетадаи?т, дIакхетадаи?тар, дIакхетадаи?таргда;verb;адам деза.  Надо разъяснить народу.;Bekova 2009;Varvara Kormilitsyna
"ДIАКХЕТАДАР масд.  разъяснение, объяснение; кердача темах ~.  Объяснение нового материала";ingu1240;5700;1;дIакхетадар;d-?-a-q?-je-t-a-d-a-r;;masdar;кердача темах дiакхетадар.  Объяснение нового материала.;Bekova 2009;Varvara Kormilitsyna
"ДIАКХЕТАДЕ (ве, бе, е) (дIакхетаду, дIакхетадир, дIакхетадаьд, дIакхетадергда) глаг.  разъяснить, объяснить; дезаш дар бераш, бехке малав.  Надо было объяснить детям, кто виноват";ingu1240;5701;1;дIакхетаде;d-?-a-q?-je-t-a-d-je;ве, бе, е, дIакхетаду, дIакхетадир, дIакхетадаьд, дIакхетадергда;verb;дезаш дар бераш, бехке малав.  Надо было объяснить детям, кто виноват.;Bekova 2009;Varvara Kormilitsyna
"ДIАКХЕТАДУ (дIакхетадер) прич.разъясняющии?, объясняющии?; бераш дика ~ хьехархо.  Преподаватель, хорошо объясняющии? детям";ingu1240;5702;1;дIакхетаду;d-?-a-q?-je-t-a-d-u?;дIакхетадер;verb;бераш дика дiакхетаду хьехархо.  Преподаватель, хорошо объясняющии? детям.;Bekova 2009;Varvara Kormilitsyna
"ДIАКХЕТАР масд.  от дIакхета; дувцачох сиха ~.  Быстро уловить суть разговора";ingu1240;5703;1;дIакхетар;d-?-a-q?-je-t-a-r;;masdar;дувцачох сиха дiакхетар.  Быстро уловить суть разговора.;Bekova 2009;Varvara Kormilitsyna
